Country,University,College_1st_Choice,Application_Source,Course,Education_Level,Season,Month_Year
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Software Engineering,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Software Engineering,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Winter,January 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Spring,March 2024
United states,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Human Resources,MS,Fall,September 2024
United states,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Human Resources,MS,Fall,September 2024
United states,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Human Resources,MS,Fall,September 2024
United states,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Human Resources,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Winter,January 2025
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Artificial Intelligence,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Cybersecurity,MS,Fall,September 2025
South korea,DePaul University,College of Liberal Arts and Social Sciences,Non Study Group,Philosophy,MA,Fall,September 2024
South korea,DePaul University,College of Liberal Arts and Social Sciences,Non Study Group,Philosophy,MA,Fall,September 2024
Nigeria,DePaul University,School of Public Service,Non Study Group,International Public Service,MS,Winter,January 2025
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Artificial Intelligence,MS,Winter,January 2025
United states,DePaul University,College of Liberal Arts and Social Sciences,Non Study Group,Refugee and Forced Migration Studies,MS,Fall,September 2025
Pakistan,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Winter,January 2025
Ghana,DePaul University,College of Education,Non Study Group,"Education, Culture, and Society",MA,Fall,September 2025
Nigeria,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Business Information Technology,MS,Winter,January 2025
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Full-time MBA,Unknown,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Full-time MBA,Unknown,Fall,September 2024
United states,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Finance,MS,Winter,January 2024
India,DePaul University,College of Science and Health,Non Study Group,Biological Sciences,MS,Fall,September 2025
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Spring,March 2024
Ghana,DePaul University,School of Public Service,Non Study Group,Public Policy,MPP,Winter,January 2025
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Spring,March 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Animation,MA,Fall,September 2024
Pakistan,DePaul University,College of Liberal Arts and Social Sciences,Non Study Group,Interdisciplinary Studies,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,Unknown,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Information Systems,MS,Fall,September 2024
Ghana,DePaul University,College of Education,Non Study Group,Educational Leadership,MA,Fall,September 2025
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,Unknown,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,Unknown,Fall,September 2024
Ghana,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Summer,June 2024
South korea,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Human-Computer Interaction,MS,Fall,September 2025
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Artificial Intelligence,MS,Fall,September 2025
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,Unknown,Fall,September 2024
Ghana,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Spring,March 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Spring,March 2025
China,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Human-Computer Interaction,MS,Fall,September 2024
Pakistan,DePaul University,School of Psychology,Non Study Group,Clinical Psychology,MA,Fall,September 2025
South africa,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Real Estate,MS,Winter,January 2025
Ghana,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Winter,January 2025
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Winter,January 2024
Bangladesh,DePaul University,College of Liberal Arts and Social Sciences,Non Study Group,Applied Diplomacy,MA,Fall,September 2023
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
United kingdom,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Cybersecurity,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Artificial Intelligence,MS,Fall,September 2025
United states,DePaul University,College of Education,Non Study Group,Early Childhood Education,MA,Winter,January 2025
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Animation,MFA,Fall,September 2025
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Film and Television,MS,Fall,September 2024
United states,DePaul University,College of Science and Health,Non Study Group,Mathematics for Teaching,MS,Fall,September 2024
Nepal,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Human Centered Design,PHD,Fall,September 2025
Nigeria,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Marketing,MS,Spring,March 2025
Ghana,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2025
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Artificial Intelligence,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Artificial Intelligence,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Artificial Intelligence,MS,Fall,September 2024
China,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Real Estate,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
Ghana,DePaul University,College of Communication,Non Study Group,Public Relations and Advertising,MA,Winter,January 2025
Nigeria,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Human Resources,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Health Informatics,MS,Winter,January 2025
Nigeria,DePaul University,College of Communication,Non Study Group,Communication and Media,MA,Fall,September 2025
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Business Information Technology,MS,Fall,September 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Health Informatics,MS,Fall,September 2024
Saudi arabia,DePaul University,College of Communication,Non Study Group,Digital Communication and Media Arts,MA,Fall,September 2023
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
United states,DePaul University,College of Education,Non Study Group,Educational Leadership,EDD,Winter,January 2025
United states,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Cybersecurity,MS,Fall,September 2023
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
Taiwan,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Spring,March 2025
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Spring,March 2024
Iran,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer and Information Sciences,PHD,Fall,September 2025
United states,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Business Information Technology,MS,Spring,March 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Business Information Technology,MS,Spring,March 2024
